,reward_0,reward_1,reward_2,reward_3,reward_4,reward_5,timestep
0,985.4711312795574,984.952087287608,986.6242072233252,985.8027422735738,989.860320215086,990.327212062678,0
1,-269.85456961074823,-2363.443597366261,-2458.6658312209584,-2496.1496100639656,-2510.544199769968,-2488.943313965633,2000
2,-3004.6769428117927,-2986.2326041376386,-3000.50423968692,-3003.0085151439184,-3002.7303782544354,-3000.307827380409,3000
3,-360.01139707359994,-532.2913093693165,-2849.953980926321,-144.5943636305841,-2756.986004782767,-65.88371728339544,4000
4,-2918.73962757268,-2868.6272424885915,-2868.742935985416,-2871.9861982529283,-2876.333422172616,-2848.9288088558496,5000
5,-72.65172919929651,-256.28647812258197,-2731.51600302341,-81.8829506585601,-2932.8576504482435,-2958.2326147211734,6000
6,-2665.6957342955197,-1618.3809325316065,-613.70520299073,-629.3372511752015,-1512.5283273690977,-1785.9028725500866,7000
7,-209.72847805391956,-1516.0961503023457,-2723.741112345907,-86.01609330201381,-70.2387623221808,-294.63732818133525,8000
8,-28.263919180398045,-317.032893827815,-126.6611361888682,-75.96498476418601,-40.226460607916714,-120.19948406473243,9000
9,-130.9866820701064,-1010.3324318173611,-958.9324876138897,-951.1903437480177,-988.6119535696475,-812.4499785361471,10000
10,181.01345594874326,-37.41623346114748,-318.17190856803563,-54.53885139344517,-123.39051277789976,-357.52570380348254,11000
11,274.7383140400956,-494.12917487020684,-126.25972465632316,131.20041747187346,-171.52535539870092,-170.71269077903293,12000
12,-446.9279535228552,-693.8002171068065,-129.23414026047183,-734.4134437655645,105.30905632160857,-513.9155931130974,13000
13,-370.0840620669111,-1030.633204753552,-717.7403830377687,-771.9013139619857,-661.051975634097,-1020.6998027204461,14000
14,36.00284766617133,3.916332997351971,-11.322265303137348,-160.8980878473907,60.609736273164096,-16.173188793123458,15000
15,-8.794588353369814,-12.52640253842862,-21.86721764455066,-125.50169966290224,-13.525212194383124,-19.491271266218,16000
16,79.5096018647144,11.566064017542349,-159.37432056027174,96.66951014070182,8.157791688614102,-213.49112291560758,17000
17,-35.89953730902227,-251.68854222692016,-4.503093140626973,-84.41124150527504,0.8045016350205731,55.85617574526072,18000
18,1.060851602849627,36.0405851543966,70.4804267491397,48.992151323731036,-37.621397707252015,-7.327436499915282,19000
19,-4.68044191064045,-78.92965720266056,-78.36343785680228,2.4499578568212756,-4.575354819231417,16.09530947525441,20000
20,3.1221207027260522,-61.822493369585445,-297.17818337589904,-9.292238608504316,-4.537833255624312,-8.307273960891479,21000
21,-4.8105206629063,-4.973610994197709,100.19143435875068,24.14684090488358,-286.0904194967983,-2.4936958768708135,22000
22,-1.9387074150180224,-296.15642642925724,4.431960934081969,41.973130252183985,-5.115466312619896,52.66238466732535,23000
23,14.6527162351188,-0.5394178751419298,-6.55640774956146,26.353137657318197,18.259020830776414,-99.1036416495522,24000
24,17.61262752155336,-6.671835537875673,78.19909207555128,26.452827662386866,9.931824345468225,-655.8081489324023,25000
25,-738.8955223508956,-13.28132619172293,-729.5985981995046,11.847761918949233,-786.522042723327,-562.5401669381475,26000
26,46.44338519569246,-61.50596450123165,-1.3124409241209118,-126.61990429300998,-4.51336670226225,33.59339798280848,27000
27,-43.614626645027116,29.69380427581536,-772.7531846144788,50.51712344053368,-10.382141590036943,52.22250330678683,28000
28,-13.335947885290768,4.83969604055733,38.91022829203026,4.9636950090787755,-5.653254839939722,-4.329232378562578,29000
29,41.02836226636412,6.226540472329811,1.0853328866791536,-13.213019789540143,-65.21229314508913,23.073835992200298,30000
30,-21.916366299900197,12.508200890761493,32.910669857921405,-1.9511943719805382,-732.929135442735,41.025681686162486,31000
31,109.07598222285455,-2.828933158104164,138.37765714339523,-152.67872217191422,64.57589479104274,108.78783134223664,32000
32,-75.42215223734851,-55.53911843083317,59.0972226120025,-2.634229626342018,214.35841496758746,197.66140436739363,33000
33,1.8963506745445438,-1.067611136188316,154.97727946285562,30.194218225547456,158.04961337615362,-7.932620032485423,34000
34,97.9980308327425,10.382156695202205,94.06128507220907,46.72548474417978,192.69457909986423,30.171199309777947,35000
35,95.06348387187123,35.36648317976429,44.906030347859996,147.27016980190646,90.77637456693276,110.54232077818284,36000
36,50.5513674683294,0.41751563148539095,167.56658143425398,25.91848144965619,14.612140736112963,-2.4132477213856505,37000
37,3.3054409285973936,37.924105740902036,0.6646575074435703,-298.11419483300796,95.75825871689268,37.55832799004904,38000
38,23.018355248604,-89.68930184367866,63.845718459146646,0.9926320046410462,34.36126185417924,-5.424350449538313,39000
39,171.60093075796885,188.43194933570965,-113.85487917676792,48.59367692144504,510.4678115072829,102.55719198887164,40000
40,47.685916548351415,41.4590445746159,177.2176031528271,65.78984234703152,37.07558820348376,71.66397623351699,41000
41,126.07409503446581,435.95907560370006,-125.34377111160178,1.6780214543880427,355.29964543756927,177.2567314498972,42000
42,-225.17168746592714,233.67987880761362,51.59138334551643,249.3363122688507,88.0911709447422,27.28833956350839,43000
43,-136.8026126967691,58.215675944091984,90.7982321448066,38.66353144792129,42.992304112763485,74.52338603303701,44000
44,193.50354862981163,73.67593140311638,31.05239765368006,7.387897187028713,97.12487703816963,52.188456545922605,45000
45,2.1976305852215225,125.71085458219594,113.8841954410683,175.68779086606793,89.72523344251762,31.07710851072084,46000
46,-116.58650462600156,5.288729519952792,70.85055994723487,116.94227590823996,8.233961288179387,5.160737000409412,47000
47,33.273556177226695,268.5071656651837,276.48349357069986,212.39704876749656,23.29138549820091,721.5939526737496,48000
48,361.6831897933861,1012.710709440227,855.8918869394465,75.99569254490973,334.38075886383643,80.27011999550209,49000
49,577.6313027834342,291.5698396974154,5.518389544679801,701.8555815071967,403.0187157556587,298.8285668027937,50000
50,209.1796516123529,301.84480126150646,84.8567849746299,428.1308039313966,317.388988158631,364.246443439426,51000
51,-421.5230640988347,168.74738160873073,5.391575046930495,97.47661629794817,56.12501105928582,5.19011762855148,52000
52,172.01112514586316,476.8694673234344,5.555232881532794,424.4712769913837,34.146471882660336,288.7671377505217,53000
53,460.09247508279435,608.2270312688372,43.09134507678858,564.066466301417,0.3679475315970744,21.940121004249868,54000
