,reward_0,reward_1,reward_2,reward_3,reward_4,reward_5,timestep
0,36.68588738645308,36.40816937469298,35.94047449653803,37.07963396516951,36.506050648357274,36.05252650240592,0
1,4.440059382950859,5.00163708895972,4.690729965180541,4.5355979767431815,4.56075091079258,4.59501556579617,2157
2,0.6769384477618643,0.42150846895747085,0.690834213761236,0.7140825087113274,0.6485374959178547,0.41105305076506005,3267
3,0.03387973071484329,1.38159727516725,0.12645831904360771,1.609674655827519,1.4198136219260507,1.4778218149294653,4367
4,3.2993020658516645,3.2006689126360683,2.895527280139019,2.7960571288117,3.009910450366609,3.1081357120826985,5469
5,8.006942103397009,6.338961962626843,8.462194420137429,9.127181331260003,6.767788690180957,9.33645447088654,6552
6,20.692093650105686,17.231216002017188,18.504777157205726,11.625342406583384,18.11783843210125,11.740023928453025,7641
7,20.69353748283667,21.346963220591995,20.640680893146673,20.73526447936379,19.613191895646953,20.731833653739262,8681
8,39.07360506975655,40.651028539508125,39.00881267233655,38.55395814155377,40.17050237603515,38.75095850594658,9734
9,83.55065971442977,85.23987536312325,87.77881871250042,90.77275630875448,89.68705868961509,88.41238647728974,10779
10,60.353134142991706,60.166737695776625,59.98874162577801,60.68537960713822,60.631310987521026,60.371520844511544,11799
11,69.2754255594878,68.9068165624515,69.22192933528704,68.96574741630629,69.6444384610346,69.22590195322258,12825
12,48.57417157332084,46.68494446112246,48.33570805890078,42.24597172092617,48.70296074359073,45.554973043617444,13849
13,46.282134660565276,48.2057582840933,46.281599084681645,48.54168309863243,46.52890843214763,46.473019176184714,14886
14,43.26818786219984,43.38545520156425,42.783556206204196,43.484178084367294,43.193129251556456,43.11263506869753,15922
15,68.58725639227762,79.00669584321686,67.92801240112856,84.77468119478995,81.61833593538218,78.25423555492732,16961
16,75.75649980863743,74.87190927445526,94.70605525385953,72.18408896987657,75.74500904289289,66.48075796558204,17978
17,38.54272023730296,38.393677590168885,38.904667936698694,40.08093610536663,38.60400642305304,38.656098414141866,18996
18,46.24598265169887,46.05689462828042,46.22296199695561,44.45827550306234,46.621779968626875,46.31308110375881,20041
19,48.43470289240444,47.963137364574926,46.018175965116285,45.660753661020806,46.2093730921502,46.43449291494951,21079
20,53.776759587040075,71.0472732323823,55.43807376590983,82.27053865735452,53.96879068815934,66.24395565786186,22115
21,48.36446968066777,49.968808983362,53.246529867652136,48.55357301679707,50.304405016539874,51.27185329295286,23141
22,62.30732760618725,24.89375015436487,68.67527855201826,25.196033878694603,55.81347692830279,24.841096643303022,24175
23,74.85800733841907,87.8152343345637,104.85264056642936,75.19953524970477,68.18734937978587,83.87735712202081,25196
24,43.243217307181816,23.946220705802688,20.4811686401915,10.950094877858923,41.69954026499842,60.78486428034225,26210
25,52.45352111714908,53.937261048860684,54.64628079133572,52.75273357227526,56.07419869670909,53.74966805921879,27238
26,54.51740776945988,52.99258770647354,52.65357890840625,54.85209652006802,53.22448401417329,54.52856428118395,28268
27,47.04871768653313,43.732031335217435,45.15072960793035,46.43384450924931,43.79207475662127,54.059067762677685,29299
28,52.09851459012206,50.08114021916571,52.47476312807669,50.51602472563673,47.21990622676667,50.93310267588645,30334
29,41.199205650854836,42.68428752211349,42.767628283266944,43.005611263425536,42.54881290801672,41.459675775131025,31368
30,55.75854571965306,56.01468462863911,55.298918630507366,57.982758334795506,56.096984387140594,54.68689519673433,32408
31,52.132460576108265,51.54946334913158,52.96901203481975,54.49141433306564,51.6761950684764,54.973974175556414,33438
32,42.84939819651038,49.78877403821432,46.07011655692306,43.49545148912648,45.02867815937017,43.451258078263116,34470
33,41.24974722529255,40.81546432175311,42.748015514478986,42.69003851196432,42.80550583875828,41.39031401920082,35509
34,6.246139009743332,7.640651524366211,7.483026591517692,10.477489295591576,7.197177038716154,8.76626265268456,36550
35,49.95776784716903,63.82239196347699,62.079948460869886,47.43925461827526,47.0570504619137,49.011841778698184,37611
36,51.65772031430527,50.3077668617308,76.64132247586225,50.29411071380438,53.11714528481989,85.6129951483983,38642
37,23.083837867737007,25.351229815077083,24.698060069606974,28.628493662584415,25.906785638931904,29.867000696540934,39671
38,113.70308673925588,102.06036957394252,96.22289326175238,113.30893773400325,98.08021298598275,95.18523447402164,40696
39,77.64566328218325,77.30898381695519,77.25460041226233,77.43792181249937,74.52042877751182,74.41457929979774,41706
40,94.4235521947933,91.06676076744363,92.3959535485528,92.64654799308789,92.28151373573269,105.86725937913013,42726
41,79.93724229836087,82.39836305565197,81.51196850574628,80.03154486339716,80.24081997161626,81.47062587223925,43739
42,61.6451266006079,59.683512516515975,59.96024583104975,59.929122430851805,61.84484219862688,61.200330816527085,44757
43,59.114622349488485,61.15697108997617,62.61060095214607,63.31659404232787,62.86284157877314,57.7542883298944,45784
44,52.96413931322751,73.84728938979995,70.7483670103281,65.91061510578587,53.83483304650516,49.22610995438503,46810
45,53.40741072320972,77.0673224793571,74.70303040186793,52.90661620466303,51.25537638996486,65.74685250438964,47830
46,60.46558247139606,66.14602954520174,46.77631641258684,48.3798819812611,48.55084644597306,48.53728211715765,48854
47,48.82895775515274,46.986053661962906,51.832476358080115,48.65769575793025,50.229501088445126,45.10862153729255,49882
48,86.77588691261955,84.99898554417372,86.53944996912608,86.51509480293157,88.49333830531329,85.00399505898152,50915
49,68.79791073592699,68.16625620659153,72.13879771816845,71.89735969775263,73.79122746936812,69.77170633941142,51935
50,79.48703276981921,77.13078382479813,78.02361935525501,77.746692154132,78.14602410673889,79.82850039657991,52957
51,77.80175101787934,74.06656695898984,79.0526690688648,85.3315498329152,86.03412162545452,82.34026076494352,53979
52,51.205709384086425,51.184560408461884,47.13991617041263,50.5839032414364,51.97365641699162,48.77171097074506,55000
53,47.79027279048384,49.303568926160644,44.38969411334355,53.033614842479565,53.207924131967665,49.126446298949496,56034
54,42.44999535832996,43.96530418447916,42.49244849789645,43.814856274501246,42.31121409567304,44.471544592855395,57068
55,43.04272763963453,42.7540110653242,43.541057629020315,42.25044943417811,42.55149986442802,44.18392643501929,58106
56,52.174050099468815,53.35721528218115,53.29063321696128,52.131902652571505,52.54385987816775,53.68043636920714,59145
57,42.93110842834907,46.638694150625504,48.27343799640775,44.40961909671679,46.62861287760167,48.18486705178663,60177
58,45.92969414709156,47.2826288472669,46.09826869157331,47.02061185428475,46.82820449269306,47.004514745212944,61213
59,51.064915193325945,48.65885987446882,47.073819398442886,50.9242980887343,52.4920120397973,49.26876288889599,62249
60,79.66270114002725,73.46064767332521,51.32686581760345,52.99966397792019,51.812166731361536,49.809806960376065,63283
61,8.983422376459211,9.810171036463144,9.359586105440767,9.011196316195617,9.615768195316946,9.458059518551181,64311
62,86.39593615277585,87.55822801513422,83.83742072780075,87.34832827916101,85.2487043320591,88.01306138018089,65375
63,73.71759471092633,76.08376369788306,78.17838285433518,77.80823132152726,79.12215953805051,81.89325288498803,66391
64,101.16439974810386,105.5169332563471,90.48727039846801,104.77323745602224,106.92778792211561,88.32079375664863,67412
65,64.0674344722295,66.16720475324897,64.08106698425632,63.103172403555604,62.577906399235296,64.43399830463336,68427
66,63.34681136016812,72.4171096025142,74.88064413637382,76.59342082378477,65.56686936250053,77.07645725124199,69452
67,42.96514359696844,43.21427560305034,44.89570582103813,42.69364194905092,44.793536770165176,39.321602433052846,70474
68,41.44911533898041,50.46241892212407,43.249233063163594,41.584664999460784,39.41073774314016,41.26783448535344,71513
69,41.23258586709115,41.113054357552635,42.51393720060222,39.51694012434272,41.35329380616509,42.72281901396768,72552
70,39.96788290890462,39.63289852014381,41.29180833083157,42.69192336780399,42.797798786198825,39.81964935267763,73592
71,44.98315857260753,41.73021690466836,43.33385467421569,41.331418292111174,44.663914318953786,41.2561430141552,74634
72,40.78234606924868,39.7269906481425,41.19059391736246,42.8548044700795,39.28670102954899,41.28472076572101,75674
73,44.23724725719799,44.369971275046275,44.27982073927201,46.45919017659007,49.46883980627552,48.37591907139384,76715
74,61.09901587628323,58.699667168305815,104.5678506939234,100.4895154505086,54.30190577956188,57.93627413762342,77750
75,59.14896912389518,29.005730544171385,61.9253819096453,25.388007896072086,68.93593981180061,25.447102825567573,78776
76,117.83972671561592,46.47900144176316,104.95952426511222,129.90768700946626,97.64593390298883,123.92373119189918,79806
77,81.81974269649781,78.03139360629544,72.90002854338057,161.61022708040534,85.26725304263638,102.40607990942978,80820
78,117.12573293435015,220.54757718299513,223.89535396272186,105.09118791219527,102.08978091454776,103.1668157517702,81836
79,84.20420212828942,93.64675812165878,87.1377981731113,92.00103832746106,93.60558565452486,79.63102371847127,82850
80,109.19955594677134,125.66679579358753,141.6991988455648,101.6627975360964,111.71183922575307,106.0655481471253,83868
