,reward_0,reward_1,reward_2,reward_3,reward_4,reward_5,timestep
0,25.127176350462978,25.66403567709086,26.05732020245003,25.059456039758675,26.74180414830083,25.835514332679296,0
1,0.2431618316167392,0.015248226104231044,0.20435736661824677,0.28013623084430384,-0.06522815284753403,0.14410618479907944,1000
2,-1.5787616476280253,-1.8787441431999092,-1.6512884228651505,-1.8067256450667921,-1.5435365496723121,-1.833869480803349,2000
3,-0.7952819857590476,-1.114800786326615,-0.8349700746164759,-1.7476295866995413,-1.4308993315616862,-1.1529713982442864,3000
4,1015.731998557443,1015.79440396913,1016.2338606268122,1015.3882463250251,1017.1640573073715,1016.5485972573412,4000
5,58.854271820307055,60.46751730815866,58.54568623351328,60.4473491168945,60.723149263786375,60.49020747902497,5000
6,64.93667862449549,64.47436219674724,50.97416858434622,70.08118526595567,47.45994445687786,49.190915084233566,6000
7,38.73394361632954,40.26141373760232,36.9053130895338,38.682785720289885,40.266990123268684,38.75023183297647,7000
8,38.49369832574912,37.036023129027065,38.97666963667319,38.82348190214252,40.21662700973123,38.93620390824191,8000
9,38.75442995264079,38.83232134347547,38.36483241825914,39.02350153592924,38.30467870097951,38.69580536061153,9000
10,38.92371370052117,38.37481285664914,38.8000161136002,38.349603105428635,38.8440084925563,38.55284321936829,10000
