,timestep,mean_reward,reward_stdev
0,5436,-7.476894679128256,0.4079463037114252
1,10670,1.5874450532907625,0.15266894140739778
2,16287,-2.2983510949927073,0.282192144460219
3,22088,2.702179071620612,0.3203116199812326
4,27594,-3.884484625465849,0.07452582978099627
5,33427,-4.108264888844337,0.04524549516815512
6,39241,-5.266044979087453,0.040393250473522636
7,45074,-3.4901400474909274,0.05599098392357266
8,50800,-4.804113738529905,0.2256875521616328
9,56610,-5.305184662093488,0.2448655700683629
10,62353,-4.124831908603561,0.11792059056227044
11,68186,-5.354883894997491,0.17759671035950678
12,73954,-2.910591830477438,0.4932885187291784
13,79717,-5.956018853837702,0.17499862074329903
14,85422,-6.78538553927319,0.18217395738489792
15,91136,-6.2961274665880085,0.12354735059773253
16,96833,-4.590172562648992,0.1993049537731623
17,102648,-5.551605382996856,0.1668439590984063
18,108458,-6.274311748537133,0.14728291314910705
19,114291,-4.819504268357805,0.2565683934189929
20,120124,-5.081369683023556,0.12431145011966675
21,125936,-5.512237044212309,0.4133632132868232
22,131758,-5.2814040866552014,0.045334376072751766
23,137591,-5.398817715813181,0.127924034788987
24,143424,-5.874238035592603,0.07612892250821257
25,149252,-5.429577059673113,0.11758763263648825
26,155067,-5.311259255017092,0.1481094009395569
27,160898,-5.914046931102816,0.028255462950100094
28,166729,-5.426679997339889,0.0522335955559281
29,172562,-6.504477823877253,0.049103341656122505
30,178395,-5.3478300534175816,0.3325471574927649
31,184228,-5.864149319641199,0.13949022781266332
32,190061,-5.7001629316970375,0.15129643373418106
33,195895,-6.450541635133204,0.14840681748049267
34,201684,-5.8906679296803,0.2915386907994885
35,207515,-6.1344761127366825,0.06977708327730042
36,213348,-6.218096877940179,0.034511978983358366
37,219181,-6.597169781742688,0.05182090997189954
38,225015,-6.2558989503261175,0.049540760456146665
39,230848,-6.608896639312871,0.1981323960287817
40,236666,-6.463411685302432,0.19154674614860226
41,242496,-6.722688450844205,0.03959303540688328
42,248330,-6.9296310268173,0.049527216889958
