,timestep,mean_reward,reward_stdev
0,5362,-10.60645967145949,0.1590356650406443
1,10745,-15.618575968350342,5.817033755922581
2,16321,0.9955790544728252,0.3039686946363322
3,22050,-4.755996629387439,0.11059631687231077
4,27809,-4.729541676455295,0.08989876789352286
5,33642,-5.927738025951363,0.06577160274721898
6,39488,-5.1780170037032995,0.2302462932516057
7,45321,-4.500649707128408,0.15491426249388035
8,51163,-5.323962389349012,0.16008786463092306
9,56997,-6.2571395506548795,0.1500925309963388
10,62831,-4.985311723763298,0.1278661629703038
11,68664,-4.943769689748744,0.1061956294263408
12,74262,-4.472718782039126,0.06834087497582532
13,80095,-5.128737406328532,0.04786284994478417
14,85903,-5.518488723252434,0.19939137683678027
15,91743,-4.514859414938956,0.5480402765663291
16,97577,-5.310663766024785,0.15551591403019613
17,103410,-6.109131670060791,0.13864217089060102
18,109243,-6.830010234677628,0.06342848195103777
19,115077,-7.249389648155306,0.05144540692159977
20,120904,-7.0213813993527685,0.20826030209373286
21,126714,-7.514819200216706,0.1117752427879711
22,132547,-7.151070335049551,0.05158958592771792
23,138357,-6.5720364071931145,0.13292937626678786
24,144190,-6.723972621882624,0.07845117768630623
25,150023,-4.711937338510693,0.12970586785827745
26,155820,-6.622488565314013,0.09740507459347754
27,161653,-6.73112802015523,0.5134871119187304
28,167486,-4.7595640126214365,0.1172912483756308
29,173319,-7.4594447123189465,0.08406387784193334
30,179131,-7.960147814636016,0.3650208246227545
31,184914,-4.747201451649562,0.05588089526810282
32,190747,-4.764156860285731,0.06039628309114972
33,196579,-1.6646641163487366,2.0296053180568165
34,202328,-4.562374703934216,0.18282626046273934
35,208159,-4.537933620640338,1.1540882009240958
36,213991,-3.631909685727943,0.10994804381625403
37,219810,-6.948357390939224,0.04501043188904785
38,225622,-3.710627987072807,0.1350598109236313
39,231454,-4.238977052417864,0.13996835752149042
40,237269,-4.093163214264909,0.06690674849330344
41,243103,-4.000890085232362,0.06820777919148276
42,248936,-6.077182852617028,0.06819792623426325
43,254769,-4.266306177158326,0.2069096164291784
44,260561,-6.9263099937072425,0.057774012162680334
45,266395,-6.935635207569409,0.10711763307274998
46,272228,-6.652411130260793,0.06896811829112791
47,278061,-5.421535044610857,1.1097155380479269
