,timestep,mean_reward,reward_stdev
0,5337,9.411004353763207,0.2676893917186225
1,10542,33.54050853430713,22.197934072827486
2,15877,6.363034643299942,0.22143347417374976
3,21550,5.055682662097113,0.3105569731295863
4,27249,3.3635235529735072,0.04793726166173645
5,32949,2.175602170334752,0.31072504787507466
6,38698,2.883110814792122,0.03095223346099895
7,44412,3.700085513500779,0.051685507067696784
8,50097,3.944097988665333,0.13667574787116135
9,55771,3.885824429195664,0.09988328667970314
10,61485,5.132933343332597,0.1402170558166431
11,67108,4.590873920656356,0.08086084364985917
12,72794,4.489602324430203,0.07114324480624927
13,78508,4.000307515386663,0.1297756203719261
14,84211,4.018481583917131,0.12244163975277035
15,89907,4.331277737531875,0.07781601196659027
16,95543,7.503239157460393,0.2470051177838437
17,101160,4.424727628457285,0.059307344006936664
18,106855,2.5064788100876845,0.3314460996667942
19,112540,2.2567107766304533,0.09091211301738827
20,118206,4.0287079195537965,0.02097900684149113
21,123911,4.92785437256858,0.2751944544065296
22,129570,3.5040112226713567,0.07321594754479614
23,135226,4.141207475310459,0.019864030591177532
24,140887,3.9409055302616887,0.08977023516877372
25,146528,3.872411825029324,0.18078407761853066
26,152195,4.0795536168301885,0.018601984696936386
27,157894,4.050587514811388,0.11889091374746392
28,163495,3.7692671095058095,0.20776256926085615
29,169091,6.055931252098391,0.3319911281622494
30,174699,4.052702806511126,0.08294927805359091
31,180320,3.950921115447645,0.20782205660172207
32,185932,5.4089017744530805,0.08121426780938508
33,191592,5.343563039239412,0.04888984535029257
34,197307,5.46079264586784,0.04688602556186301
35,203021,5.709518059980849,0.07250216816326817
36,208696,7.403531023482608,0.5255848629228131
37,214312,6.3393224315628585,0.3748478638144125
38,219973,1.4855060585215718,0.3475431835575919
39,225601,4.218421659516453,0.16537296050046066
40,231260,4.656305884998475,0.09710820899690284
41,236939,5.051906319749056,0.08863430871630734
42,242615,5.497008286695096,0.2607239725211963
43,248203,4.637852971783178,0.018746833740645702
44,253878,7.212004354789636,0.033809803305383176
45,259420,5.619571263675498,0.2602856498907153
46,265094,5.165024368102447,0.06301933399399498
47,270808,5.166997010663037,0.04433025545860315
48,276522,5.148682771595352,0.10885563458536192
49,282214,4.9345337492191295,0.0820193010120287
50,287928,4.888196263474149,0.09027223127915388
51,293643,4.674217917865813,0.12004779618118452
52,299294,3.721292597276453,0.3042195442577573
53,304908,3.724804870318148,0.2821442121737001
54,310519,3.9454344522117446,0.21651795025993287
55,316196,4.8210484180657565,0.11614521470415085
56,321910,4.7370047136335405,0.09570024218267197
57,327624,4.551915100913517,0.06614237030303563
58,333339,3.5244227811202955,0.1490716273105222
59,338963,3.498020633888212,0.09751054437012684
60,344588,3.6180916351403813,0.09078833397371468
61,350253,4.137210500198014,0.1815404240817013
62,355889,4.0115334602357295,0.2002966051378144
63,361348,14.031028685850654,0.42621840745890655
64,366888,4.765159700539146,0.25773720052907434
65,372546,4.5869128132113435,0.243642026529247
66,378234,4.293658922942417,0.09319869170060277
67,383861,3.623515886392022,0.2998822098255916
68,389497,4.00944235767583,0.10856331728406383
69,395112,4.616637742752468,0.13474772619398198
70,400700,4.2443450826355,0.07131252044818773
