,reward_0,reward_1,reward_2,timestep
279,-378.7955836863704,-307.0105501974311,-146.26732951856806,279000
280,-353.14096705813483,-219.232947484269,-258.66565161741136,280000
281,-241.00607316480176,-370.15131811368127,-432.17634433883944,281000
282,-244.09594572425965,-297.4119233638246,-238.25639709223847,282000
283,-230.27442087048584,-396.099018649188,-290.3287902820529,283000
284,-165.09473994435263,-249.68419240847942,-174.37698672445222,284000
285,-234.87233269089327,-239.66064689693343,-468.2297703928185,285000
286,-297.7627848533025,-357.58177533203644,-173.75796747275342,286000
287,-318.7960205051396,-213.21349923717509,-281.3141780564695,287000
288,-506.2378422912211,-186.87692348474937,-192.12526996606977,288000
289,-188.24875226925496,-352.9628938662412,-296.48883967602995,289000
290,-365.19703445244005,-285.70060427185837,-408.7286122208817,290000
291,-313.1430471858,-398.81384732742754,-318.15119652142863,291000
292,-321.082925453598,-266.05078884258046,-238.3366372978477,292000
293,-251.24802907223972,-265.88100794730354,-204.9285222306254,293000
294,-251.36961686957622,-377.6629121913643,-206.096224127323,294000
295,-275.02213550657126,-298.1659592007447,-195.2922221704286,295000
296,-261.0838932477634,-276.48206858319827,-496.7669658674668,296000
297,-117.21383752196809,-255.26628673782815,-195.2224868808058,297000
298,-148.13116285557712,-336.95347182839043,-233.31477985069336,298000
299,-212.8180147622992,-347.0919090865639,-269.87171843749013,299000
300,-136.947180047382,-365.39073418985237,-332.73012274383836,300000
301,-228.1557486116741,-273.5845116468407,-245.64582650303183,301000
302,-281.38563568324093,-190.62923304514788,-296.69623277429156,302000
303,-332.23856587941674,-329.9316643887169,-272.8085226515496,303000
304,-343.193930807967,-261.4317868454231,-350.7115048797818,304000
305,-404.7279631758262,-369.46796915846994,-213.37752618174088,305000
306,-279.58608507815023,-368.4848242008577,-293.24983619000494,306000
307,-399.57130600675833,-369.711813969825,-251.39859207380476,307000
308,-249.85614446406464,-312.0599705228857,-269.73824305587726,308000
309,-254.05666256922854,-438.0090353473456,-239.80070656616334,309000
310,-259.9941711338914,-294.41925273068597,-231.76478408027285,310000
311,-347.6511033761737,-159.51043232658617,-289.4924730337569,311000
312,-414.86026178747977,-108.89868431361809,-318.5083946159997,312000
313,-358.6056012627041,-345.15063856550336,-327.44664176665367,313000
314,-312.2950376732367,-303.12809466117426,-457.34828051526637,314000
315,-306.41647500443474,-423.8891953350569,-297.9022644289085,315000
316,-418.77370503351307,-269.09266854077447,-233.67472494891987,316000
317,-211.43821661284193,-268.6314030340449,-203.32858035954717,317000
318,-263.2848801690886,-257.7984284868182,-255.69411078122616,318000
319,-232.4815787596172,-278.8182532391181,-186.1096547321653,319000
320,-278.20776256644615,-199.57959050797822,-360.13946195402724,320000
321,-217.62999968941696,-262.9007943548355,-296.7509800374982,321000
322,-184.07251135147936,-187.94578598377433,-472.71387417250344,322000
323,-259.11305872529533,-234.81360015821892,-248.76554139407565,323000
324,-77.88230722752738,-208.66436717000258,-293.8523666691481,324000
325,-263.4035071223149,-306.8739694983771,-315.1985491135224,325000
326,-282.8384486591663,-302.3165619578818,-334.8671648599176,326000
327,-338.49596752706947,-133.3928091605047,-186.6350624769085,327000
328,-246.64932483755058,-162.36702257422667,-302.65245477201125,328000
329,-305.4499710169062,-211.95894834454458,-329.4013283767567,329000
330,-337.51149735873827,-355.8089340118601,-259.8508625207511,330000
331,-248.89975056191946,-120.48669610736175,-308.73951773546764,331000
332,-141.93995453139928,-335.17696046587446,-88.5589545237072,332000
333,-329.0149852140566,-259.2257168928246,-453.88409617480886,333000
334,-222.96735423161132,-318.07519470713487,-278.08175913396974,334000
335,-151.15838121343356,-191.48411033022927,-326.2182035137182,335000
336,-269.93156897993936,-270.7849186532137,-265.6137185392348,336000
337,-322.76120530698927,-344.3658769571327,-337.44290459812953,337000
338,-373.47271371802236,-357.6767336924701,-459.93931832398385,338000
339,-309.7036113407825,-213.2105503933779,-228.1997071467346,339000
340,-209.17012479266842,-188.1723502731308,-378.16944772865173,340000
341,-191.91262753158685,-290.8052020072272,-314.66268740114555,341000
342,-293.27335188351844,-308.23970888949805,-364.5975317659024,342000
343,-448.4508501397593,-349.3300179568242,-224.41679595212034,343000
344,-330.91544813769,-218.45189709811183,-215.06906156251313,344000
345,-309.6060769729034,-204.9062775135628,-263.06570461996495,345000
346,-203.76884979656458,-378.39042823374865,-212.50000959014912,346000
347,-218.8369352229212,-191.17476194152758,-269.1151103112585,347000
348,-303.86391180541466,-342.9608303788863,-274.1103165888349,348000
349,-232.44169283302134,-292.7147974428575,-351.5519023404845,349000
350,-296.25625155308023,-244.9810704931344,-231.9588759960654,350000
351,-401.28579144254223,-194.34545243122005,-289.42903086335554,351000
352,-290.26814634974386,-194.82977308475105,-381.977399992118,352000
353,-289.7721947945263,-261.67189641939586,-289.22094091519597,353000
354,-328.09310461192325,-249.28114955211706,-404.68009106012,354000
355,-333.28913135788156,-334.6227950439674,-122.82614947202636,355000
356,-377.61608462509855,-287.95956431956256,-411.377294997285,356000
357,-195.0372213240051,-245.61999615076232,-279.75221110110823,357000
358,-212.64650242909093,-345.3271179624701,-224.00348724413914,358000
359,-341.12463485064507,-287.2547837372061,-300.16454214429507,359000
360,-318.7448963398497,-298.14416758115874,-290.7695459665402,360000
361,-299.3970374336344,-237.3444367673999,-291.2129713852665,361000
362,-315.14250439776197,-266.32449938465084,-155.96326251657518,362000
363,-170.94110768858494,-378.05470734465587,-265.2460070570724,363000
364,-343.7846694998298,-174.75035864294725,-200.96592105237562,364000
365,-327.7628801611098,-251.05276050133583,-160.81625950759386,365000
366,-362.5174308259717,-326.5757616320758,-241.7519842249466,366000
367,-181.09493212846013,-247.43704649032256,-379.4522687523868,367000
368,-327.77898206658494,-269.7767777028363,-247.48925473566422,368000
369,-291.64893364668643,-232.47952534492913,-212.30363771370574,369000
370,-359.57436320971556,-269.140811035012,-207.56054908141442,370000
371,-215.668523223363,-283.8022149483632,-200.96830183532143,371000
372,-338.62417100278145,-253.10825120367375,-414.2820830512555,372000
373,-254.85091229865728,-307.8087915494925,-347.4431083483024,373000
374,-296.4407186070321,-278.98956822317416,-237.40148082859776,374000
375,-282.4298602588982,-444.93497891079323,-249.86929197385206,375000
376,-440.2715724247301,-227.9863039644334,-417.7611958592516,376000
377,-364.09810857714956,-340.1831306704176,-374.67431545598345,377000
378,-215.95793053335507,-322.84211630321465,-252.17903314374644,378000
379,-264.11322484894663,-185.87748155807984,-360.2711016149114,379000
380,-214.42955892979464,-285.005952034182,-294.9255233949301,380000
381,-168.81552074196435,-485.6013246309977,-338.39599881216094,381000
382,-346.76989765578537,-176.4134447353366,-283.72849205641234,382000
383,-270.6475841746059,-238.63186448108593,-301.8703660060931,383000
384,-346.24235182956227,-359.75159795554475,-190.87709012225244,384000
385,-323.3468934559025,-219.81779642413457,-339.2180583367373,385000
386,-194.8920176726784,-395.07663010101686,-383.91688555774107,386000
387,-282.43133217920285,-421.9227022102683,-483.98544827938616,387000
388,-173.00454198923924,-227.84740249276598,-225.9553777245959,388000
389,-321.6151940864087,-235.83827540240424,-214.50878719911879,389000
390,-323.2997829191714,-321.316937230974,-196.5507411178551,390000
391,-368.8926999418594,-243.27922435790518,-213.91495098792956,391000
392,-295.4634069846074,-282.885628892904,-204.54872279129773,392000
393,-199.12689986851152,-196.40333576680942,-207.74275770277185,393000
394,-347.1158574083346,-423.852065536637,-295.0978672316583,394000
395,-254.7347734929011,-386.8934470595508,-237.9709066595522,395000
396,-294.82905133945553,-277.6590262464705,-378.9734274898809,396000
397,-260.17401914593705,-479.03744727902335,-180.72363679949902,397000
398,-244.80950401710803,-274.37381743142583,-254.89818748400194,398000
399,-265.5973527866984,-181.1021725341541,-432.1464029853953,399000
400,-136.41493598466747,-254.39193358005275,-288.47912080368775,400000
401,-151.89604316425073,-381.81028492816347,-300.14935662130495,401000
402,-394.9998804733644,-189.4306897497897,-169.33886546725682,402000
403,-310.8307246808343,-306.4475783970781,-259.02285257821285,403000
404,-346.44563212903216,-175.27901696120816,-340.5306821623396,404000
405,-439.5465750434971,-358.53531912760604,-383.2779577859418,405000
406,-205.91615332988857,-317.1486880380655,-300.81787396171325,406000
407,-219.10847532988993,-154.14244898822298,-328.90005972893425,407000
408,-216.34095553579894,-294.15069800948174,-118.05737570657863,408000
409,-386.62558331082346,-318.0069042163596,-208.39551777710437,409000
410,-173.9714809997457,-371.13324598529556,-176.66953569087468,410000
411,-286.6494606167004,-257.05497057656595,-222.36636987238094,411000
412,-251.87703788674324,-311.01937535632146,-312.44033452441465,412000
413,-230.59993355533035,-365.6305138692979,-339.79825123785196,413000
414,-277.9061224365843,-342.07731109222976,-328.89424197014716,414000
415,-338.26941323775395,-102.91925733959872,-339.1161435483958,415000
416,-396.42936390902537,-397.98990505257956,-188.7472861335216,416000
417,-255.54776291037496,-250.84716451441182,-155.9514163362156,417000
418,-264.119636898498,-469.41439477928157,-375.2406386592606,418000
419,-306.37971839368197,-354.7767456629377,-241.4108621726645,419000
420,-286.96397333288394,-287.3401852692165,-272.439494386766,420000
421,-345.69867757885214,-229.63665780851775,-426.5517195659855,421000
422,-219.40152453205891,-424.2459913454921,-331.8954592614197,422000
423,-386.36362068318175,-317.81861331144484,-229.10008857716167,423000
424,-201.48706733488146,-443.31599934156105,-216.4690205240763,424000
425,-333.7997233012652,-408.9724933058222,-160.25976648924063,425000
426,-210.00288115854246,-280.9606025650799,-375.88764047971046,426000
427,-267.7914396184162,-249.55464927620446,-326.7199206150409,427000
428,-282.0083344063892,-208.2578263026487,-175.56022261967712,428000
429,-379.12967634064177,-223.9149194048756,-343.32909261205555,429000
430,-179.88971962492758,-240.98266024149447,-332.84637399149676,430000
431,-205.66240982504647,-183.67309651565552,-314.3423146061324,431000
432,-330.4587457475328,-272.93568570953806,-335.34705656569844,432000
433,-389.9939985766397,-205.48599860312214,-267.39586741739953,433000
434,-271.0009439019624,-262.5670377395138,-273.103593997817,434000
435,-289.62050694102084,-328.4110162737584,-253.68671927577765,435000
436,-244.08701304647627,-325.58746841807965,-232.8337899525721,436000
