,reward_0,reward_1,reward_2,timestep
0,-1.915541970057368,-0.3166970967898258,-0.44114520139292684,0
1,-654.6045579943496,-492.64963129101767,-571.2149062590279,6000
2,-145.45773659098683,-182.88383347554307,-151.82116503413556,11000
3,399.64779207627623,430.2235049660678,186.94344943592156,16000
4,549.408134138196,660.9936036472409,779.948325726306,21000
5,934.9482986593082,928.6231196705074,1027.3632207601997,26000
6,1682.9731951940735,1831.6852725441643,1587.976484510631,31000
7,-148.82450425095945,2447.5025245797488,-220.66453734924,36000
8,2370.9748333317357,2762.2486848726703,2615.8504274214033,41000
9,2048.3351183967343,2325.82642428877,2263.1013659814844,46000
10,3434.842833646465,3303.6553501229714,3265.5892969290103,51000
11,2862.6775149121477,2961.305661810649,3153.362028485324,56000
12,3158.495849818589,3190.8234303896847,2771.5407294031183,61000
13,3516.7943843108574,3829.275271856404,3581.909552056305,66000
14,3819.3129089469658,3902.3538803074753,3969.2762037886832,71000
15,3627.5223172933493,3675.8126241219124,3722.0365978919995,76000
16,3844.2033049080032,3850.012515334874,3939.129507526789,81000
17,4379.489881954237,4197.898884583894,4417.035088095115,86000
18,4165.331260689852,4092.071643231052,4216.919386514956,91000
19,4459.275499917505,4525.814815680301,4521.00871045064,96000
20,4647.636868151324,4709.1249032137075,4655.737110781738,101000
21,4386.022693967169,4356.430427092734,4304.092486183888,106000
22,4397.237669167718,4460.467427573454,4292.630600666997,111000
23,4121.088903816306,4357.676339235591,4390.214158573144,116000
24,4453.8634835868315,4319.427376235537,4236.695022022062,121000
25,4950.183879613181,4985.591804869506,4965.0330046988465,126000
26,4758.7827848701445,4732.390364153382,4699.506082053338,131000
27,5000.902790762308,5149.902739483614,5017.78545394274,136000
28,4706.844279757213,4664.643101266143,4819.896560886897,141000
29,4609.178496559394,4723.317583593938,4654.320027102434,146000
30,4735.267055287183,4784.692419798416,4820.384808423507,151000
31,4648.793505074208,4678.104765148495,4710.166247102948,156000
32,4734.208709992854,4852.297284178299,4749.520272754156,161000
33,4901.869643933366,4875.689556968722,4877.9784419602875,166000
34,4805.494230276419,4695.086404653483,4758.506073429193,171000
35,4743.639946498579,4709.147286349076,4715.661293458392,176000
36,4895.720940481378,4951.961924273084,4791.067637911879,181000
37,5032.830100666837,5025.803057278234,4981.425035598326,186000
38,4831.026434885414,4888.23328099696,4944.39445735642,191000
39,5110.225870882918,5029.998620324006,4996.005240749088,196000
40,4811.874515883939,4794.360225163657,4771.786876901934,201000
41,5075.493984543083,5037.690889555004,5135.815266676846,206000
42,4997.312606090616,4912.844762691025,4947.679550406235,211000
43,5015.357913699335,5068.143180486562,5068.671458770989,216000
44,5090.322811676515,5182.962723590717,5132.804654756437,221000
45,4976.247463241801,4999.835613219558,4995.219557150604,226000
46,4835.458992206822,4810.039605185179,4774.351057865546,231000
47,4771.084977653696,4806.69081698951,4843.636436029052,236000
48,4647.372060012387,4374.068656624964,4576.648463553697,241000
49,4943.145838293772,5010.510224446171,4908.562889677209,246000
50,4880.294525921754,4908.378277491101,4922.230656966632,251000
51,4891.881226242763,4858.104463520796,4917.590395895149,256000
52,4769.450458100027,4809.168909963596,4822.139702347979,261000
53,4949.431235341554,4912.385934049897,4895.491255140229,266000
54,5001.289573753123,4917.194753580392,4854.201175865296,271000
55,4987.439838251832,5008.401783902452,4975.13966145582,276000
56,5056.982006729523,4997.019454241233,5018.537057170687,281000
57,4952.090445458851,5049.312968984577,5018.905741969337,286000
58,4908.686824719465,4896.133860189849,4882.424480723991,291000
59,4826.013478949417,4866.709096797769,4813.176057135037,296000
60,4887.903485291549,4904.283618065785,4880.475940835462,301000
61,4829.534018214628,4903.633412291639,4859.593854516284,306000
62,5050.906792278199,4919.825601830002,5047.26980300451,311000
63,5060.155965647545,4982.568342172859,4967.423856580994,316000
64,4806.6948471463165,4924.868282405487,4933.095971604155,321000
65,4885.128204586115,4993.621782849344,4846.814449460918,326000
